joint1_rad,joint2_rad,joint3_rad,joint4_rad,joint5_rad,joint6_rad,joint1_deg,joint2_deg,joint3_deg,joint4_deg,joint5_deg,joint6_deg
-0.937723628370211,-1.1648213659856808,-1.9478746546278232,-1.5996718550310352,1.5707710503091612,0.6330971379846151,-53.72760625530715,-66.73934815764294,-111.60499673067713,-91.65444589914158,89.99855176404644,36.27379402832996
-1.0098227879876862,-1.1441988299477734,-1.9590036681025225,-1.6091913603597034,1.570794948194225,0.5609791457214396,-57.858583807828545,-65.5577638798144,-112.24264223292163,-92.19987337752657,89.99992101199989,32.14173744469288
-1.0874753333201652,-1.1320986108646764,-1.9653889958397337,-1.6148051258474436,1.570647457312383,0.48339272359570157,-62.30774692382789,-64.86447239516929,-112.60849456307166,-92.52151844715029,89.99147040695368,27.696362909367664
-1.1716308281342693,-1.12699200747239,-1.9682659116124768,-1.617023581363099,1.5707012135415186,0.3992573822126642,-67.12950159951114,-64.57188557314409,-112.77332969486444,-92.64862658523487,89.99455041200568,22.875762940227244
-1.2589944223467702,-1.1309182777403182,-1.9657728318501875,-1.6157073047740134,1.5707533542986323,0.31181943022784747,-72.13506683098099,-64.79684428872406,-112.63048674649579,-92.57320949200837,89.99753785732891,17.865937322229705
-1.3499484248851545,-1.143388144437832,-1.9599444111392827,-1.6090003557034254,1.5707958565163873,0.22085873717101004,-77.34634730625258,-65.51131502158235,-112.29654283853431,-92.1889296168545,89.99997305502622,12.654273508487991
-1.4414939044599289,-1.163351598837157,-1.9488682675686753,-1.60012680994857,1.5707436184932662,0.12931555541560272,-82.59151691938824,-66.65513670316554,-111.66192655865754,-91.68051289578504,89.99698003677128,7.409235550704152
-1.5337478231876014,-1.1915072940835172,-1.9330860814600976,-1.5876902291371444,1.5708153622686123,0.037050563352690934,-87.87727710602678,-68.26833921003853,-110.75767390314604,-90.96794930371698,90.00109065230494,2.122840908691268
-1.6236676458972228,-1.225249442681205,-1.9127937578544076,-1.574379169381082,1.5707585040679988,-0.052872790140253444,-93.0293034418527,-70.20162191638933,-109.59500940402631,-90.20528175884816,89.99783291737909,-3.0293877261174345
0.3571271175268931,-0.0502960383049366,-1.4926341839473372,-3.141592653589793,1.5590860075539743,1.9275084819773336,20.4618765839635,-2.88175072110119,-85.52163909713619,-180.0,89.32904813074431,110.43810099296932
0.2923895387871123,-0.04770258626356521,-1.490996950056282,-3.141592653589793,1.5574342514602768,1.8630664914282045,16.75268654627822,-2.7331568647610216,-85.42783250510296,-180.0,89.23440947779044,106.74584691108228
0.23284976270400976,-0.04504853456445636,-1.4885814330037428,-3.141592653589793,1.55546677750087,1.8033818929504477,13.341308663562483,-2.5810909037925596,-85.28943357265057,-180.0,89.12168152361453,103.32617131637387
0.17777767329710517,-0.04246226250909347,-1.485519012618669,-3.1415926535897913,1.5532573292586558,1.7481736390303722,10.185910371579721,-2.4329084303476414,-85.11396980949102,-179.9999999999999,88.99508946428305,100.16297137246697
