x,y,z,qx,qy,qz,qw
0.11859303563147522,-0.3201297428568116,0.12,0.0,0.0,0.0,1.0
-0.0960463322268366,-0.23081399885139578,0.12,0.0,0.0,0.0,1.0
-0.17759695076629484,-0.17595261600361117,0.12,0.0,0.0,0.0,1.0
-0.23169740398670174,-0.09389522344519514,0.12,0.0,0.0,0.0,1.0
-0.28871,0.04679,0.12,0.0,0.0,0.0,1.0
